2021-10-30 14:57:04.0102||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-30 14:57:09.8212|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-30 14:57:11.4391||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-30 14:57:11.4403||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-30 14:57:11.4403||INFO|Microsoft.Hosting.Lifetime|Content root path: D:\Education\Ky7\vuondauBE-update-database\VuonDau.WebApi |url: |action: 
2021-10-30 15:00:47.5800||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-30 15:00:53.6891|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-30 15:00:56.1084||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-30 15:00:56.1084||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-30 15:00:56.1205||INFO|Microsoft.Hosting.Lifetime|Content root path: D:\Education\Ky7\vuondauBE-update-database\VuonDau.WebApi |url: |action: 
