2021-10-28 19:27:23.4474||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-28 19:27:30.2946|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-28 19:27:31.9589||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-28 19:27:31.9651||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-28 19:27:31.9651||INFO|Microsoft.Hosting.Lifetime|Content root path: D:\Education\Ky7\vuondauBE-update-database\VuonDau.WebApi |url: |action: 
2021-10-28 19:38:49.6222||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-28 19:38:56.8692|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-28 19:38:59.3999||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-28 19:38:59.3999||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-28 19:38:59.4149||INFO|Microsoft.Hosting.Lifetime|Content root path: D:\Education\Ky7\vuondauBE-update-database\VuonDau.WebApi |url: |action: 
