2021-10-31 20:14:53.5757||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-31 20:14:58.1922|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-31 20:14:59.8671||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-31 20:14:59.8724||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-31 20:14:59.8949||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-31 20:40:31.6521||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-31 20:40:33.8111|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-31 20:40:34.7827||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-31 20:40:34.7827||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-31 20:40:34.7827||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-31 20:47:27.9475||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-31 20:47:30.2507|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-31 20:47:31.2707||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-31 20:47:31.2774||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-31 20:47:31.2774||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
