2021-11-07 00:37:38.6540||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 00:37:42.1311|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 00:37:43.3088||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 00:37:43.3088||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 00:37:43.3282||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 00:39:23.1059||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 00:39:25.5076|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 00:39:26.6635||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 00:39:26.6635||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 00:39:26.6736||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 10:12:41.0100||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 10:12:44.6702|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 10:12:45.8702||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 10:12:45.8702||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 10:12:45.9198||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 10:19:12.8872||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 10:19:15.6832|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 10:19:17.3968||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 10:19:17.4025||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 10:19:17.4166||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 10:23:14.9156||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 10:23:17.2173|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 10:23:18.4291||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 10:23:18.4291||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 10:23:18.4291||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 10:28:05.2449||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 10:28:08.4380|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 10:28:10.6940||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 10:28:10.7071||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 10:28:10.7106||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 10:56:28.8891||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 10:56:31.7865|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 10:56:33.1504||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 10:56:33.1504||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 10:56:33.1504||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 11:01:35.2640||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 11:01:38.6972|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 11:01:40.2078||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 11:01:40.2127||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 11:01:40.2578||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-07 12:03:46.8031||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-07 12:03:50.1566|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-07 12:03:51.4994||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-07 12:03:51.4994||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-07 12:03:51.4994||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
