2021-10-07 08:41:50.5002||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 08:41:54.3190|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 08:41:55.8934||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 08:41:55.8934||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 08:41:55.9205||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 15:59:07.9067||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 15:59:10.4609|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 15:59:11.2318||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 15:59:11.2318||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 15:59:11.2318||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 16:00:13.9618||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 16:00:15.8767|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 16:00:16.3765||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 16:00:16.3765||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 16:00:16.3904||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 16:00:55.7435||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 16:00:57.7124|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 16:00:58.2380||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 16:00:58.2380||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 16:00:58.2595||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 16:05:54.4586||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 16:05:56.5523|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 16:05:57.1674||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 16:05:57.1735||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 16:05:57.1735||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 16:06:31.9241||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 16:06:33.8845|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 16:06:34.4114||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-07 16:06:34.4114||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-07 16:06:34.4236||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-07 16:07:11.2619||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-07 16:07:13.2246|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-07 16:07:13.7525||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
