2021-10-08 07:10:20.9942||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-08 07:10:25.7750|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-08 07:10:27.6953||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-08 07:10:27.6953||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-08 07:10:27.7149||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-08 07:11:56.2429||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-08 07:11:59.3916|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-08 07:12:00.7663||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-08 07:12:00.7663||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-08 07:12:00.7858||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-08 07:12:20.3840||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-08 07:12:23.7678|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-08 07:12:24.9722||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-08 07:12:24.9828||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-08 07:12:24.9828||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-08 07:13:46.5745||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-08 07:13:48.9653|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-08 07:13:50.2261||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-08 07:13:50.2386||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-08 07:13:50.2483||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
