2021-11-06 10:47:09.2194||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-06 16:21:59.4812||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-06 16:21:59.4881||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-06 16:40:52.1849||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-06 16:40:55.3392|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-06 16:40:56.7368||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-06 16:40:56.7368||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-06 16:40:56.7551||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-06 16:49:27.0254||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-06 16:49:30.7978|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-06 16:49:32.0712||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-06 16:49:32.0712||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-06 16:49:32.0923||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-06 17:11:00.3775||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-06 17:11:07.6169|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-06 17:11:09.9089||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-06 17:11:09.9159||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-06 17:11:09.9363||INFO|Microsoft.Hosting.Lifetime|Content root path: D:\Education\Ky7\vuondauBE-FullFilter\VuonDau.WebApi |url: |action: 
