2021-11-09 17:59:24.7612||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-09 17:59:28.7024|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-09 17:59:29.9984||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-09 17:59:29.9984||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-09 17:59:30.0172||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-09 21:51:51.5882||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-09 21:51:55.1364|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-09 21:51:56.2365||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-09 21:51:56.2365||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-09 21:51:56.2514||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-09 22:35:27.6457||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-09 22:35:31.1912|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-09 22:35:32.3623||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-09 22:35:32.3714||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-09 22:35:32.3837||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
