2021-11-10 17:12:30.2589||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 17:12:34.4947|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 17:12:35.8328||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 17:12:35.8328||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 17:12:35.8596||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 17:13:20.4767||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 17:13:22.6341|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 17:13:23.6352||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 17:13:23.6352||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 17:13:23.6352||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 17:14:01.5821||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 17:14:03.7550|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 17:14:04.8573||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 17:14:04.8573||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 17:14:04.8710||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 17:14:41.3680||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 17:14:43.6974|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 17:14:44.7234||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 17:14:44.7336||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 17:14:44.7336||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:11:24.9185||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:11:27.7134|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:11:28.8932||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:11:28.9061||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:11:28.9061||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:13:25.9671||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:13:28.6293|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:13:29.8025||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:13:29.8078||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:13:29.8078||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:16:09.2246||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:16:11.4712|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:16:12.4200||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:16:12.4200||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:16:12.4200||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:16:49.7365||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:16:52.1655|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:16:53.2322||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:16:53.2322||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:16:53.2322||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:21:32.8400||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:21:35.1068|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:21:36.1737||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:21:36.1737||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:21:36.1827||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:25:21.8045||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:25:24.3035|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:25:25.6261||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:25:25.6261||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:25:25.6635||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:36:30.3039||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:36:32.5840|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:36:33.7026||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:36:33.7158||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:36:33.7158||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:37:12.1790||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:37:14.2994|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:37:15.2532||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:37:15.2532||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:37:15.2636||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:38:31.5597||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-10 23:38:33.8117|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-10 23:38:34.7753||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-10 23:38:34.7753||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-10 23:38:34.7753||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-10 23:39:05.7462||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
