2021-11-01 01:27:13.4076||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:27:17.0363|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:27:18.2516||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:27:18.2516||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:27:18.2690||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 01:28:35.2500||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:28:37.3779|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:28:38.2953||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:28:38.2953||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:28:38.3064||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 01:41:13.7551||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:41:15.9957|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:41:16.9340||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:41:16.9340||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:41:16.9340||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 01:44:21.4306||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:44:23.6100|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:44:24.6747||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:44:24.6747||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:44:24.6814||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 01:51:51.9922||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:51:54.6065|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:51:55.7325||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:51:55.7325||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:51:55.7513||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 01:58:38.2923||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 01:58:40.6515|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 01:58:41.6927||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 01:58:41.7014||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 01:58:41.7014||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-11-01 02:00:30.2315||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-11-01 02:00:32.2417|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-11-01 02:00:33.1522||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-11-01 02:00:33.1522||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-11-01 02:00:33.1522||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
